"RowIndex","Agent1","Agent2","CountryCode1","CountryCode2","Year","Theta1","Theta2","Lambda1","Lambda2","Prob_SQ","Prob_ACQ1","Prob_ACQ2","Prob_NEGO","Prob_CAP1","Prob_CAP2","Prob_WAR1","Prob_WAR2","Prediction","GroundTruth","PredictionCorrect","TotalProbability","U1_Acq1","U1_Acq2","U1_Cap1","U1_Cap2","U1_Nego","U1_SQ","U1_War1","U1_War2","U2_Acq1","U2_Acq2","U2_Cap1","U2_Cap2","U2_Nego","U2_SQ","U2_War1","U2_War2"
12,"KENYA","SUDAN",501,625,1972,0.7853981633974483,0.,0.1,0.1,0.07326506741360213,0.03745808969573142,0.09951462142527975,0.1732709294849068,0.13414435396777016,0.16372731691045306,0.16835604392220826,0.15026357718004849,"NEGO","SQ",0,1.,-1.109804,0.937469,-1.194783,1.035809,0.763493,-0.107473,0.819344,0.776854,0.085226,-1.477795,0.115907,-2.192313,-1.031581,-0.801575,-1.715418,-1.358159
13,"PANAMA","COSTA RICA",95,94,1963,0.7853981633974483,0.,0.1,0.1,0.08667121351616763,0.04328601980451724,0.08944346200366582,0.18102347530142562,0.14193996771984715,0.16040997852434583,0.15811308602264912,0.1391127971073816,"NEGO","SQ",0,1.,0.600148,0.602268,0.185232,0.250511,0.601389,0.601208,0.042173,-0.165285,0.655734,0.65362,0.406658,0.067913,0.654496,0.654677,-0.180287,0.112566
14,"CHILE","GERMANY",155,255,1940,0.7853981633974483,0.,0.1,0.1,0.08267399853009423,0.03948524303757028,0.08193449701813674,0.1680181795994734,0.13626072633957934,0.1594543409796022,0.17837930825703582,0.15379370623850794,"WAR1","SQ",0,0.9999999999999999,-1.620601,0.42347,-1.876093,0.998884,-0.098775,-0.772879,0.348893,0.221147,1.530574,-1.180293,1.9551,-1.631013,0.308731,0.278616,0.282537,0.507897
15,"HONDURAS","FRANCE",91,220,1915,0.7853981633974483,0.,0.1,0.1,0.07300233403558748,0.042285413308442696,0.08491250477861614,0.18022309402168213,0.14152657053165077,0.1568327165252124,0.17942724479051786,0.1417901220082906,"NEGO","SQ",0,1.,-1.155913,1.176447,-2.14199,1.176254,-1.123439,0.013904,-1.616671,-2.10971,1.208076,-1.137432,1.194386,-1.152808,1.172011,0.048064,1.142944,1.150632
16,"NEW ZEALAND","UNITED KINGDOM",920,200,1978,0.7853981633974483,0.,0.1,0.1,0.08052374235158127,0.03854336356907816,0.08936300484238492,0.177960070185191,0.13938742610396507,0.16079043798342105,0.17032178176432763,0.1431101732000509,"NEGO","SQ",0,1.,-0.69389,1.087756,-1.398229,1.019164,-0.167128,0.231994,-0.587889,-0.940059,0.589691,-1.026771,0.424577,-1.315056,0.123689,-0.248997,-0.32971,-0.185568
17,"GAMBIA","JAPAN",420,740,1991,0.7853981633974483,0.,0.1,0.1,0.07731003988359142,0.038709213519287765,0.08644442251069931,0.18024435559728014,0.1403274889186373,0.16161702691706772,0.1748201327056488,0.14052731994778758,"NEGO","SQ",0,1.,-0.597514,1.723098,-1.581102,1.709737,-0.559427,0.81413,-1.064583,-1.556377,1.349893,-0.981843,0.631023,-1.098851,1.077061,0.250972,0.241183,0.299687
18,"FRANCE","CYPRUS",220,352,1976,0.7853981633974483,0.,0.1,0.1,0.07378556541579868,0.03876920280844439,0.09628598262665455,0.17806276031378976,0.13883707422705563,0.16260367898650677,0.16688866012062994,0.14476707550112017,"NEGO","SQ",0,0.9999999999999998,-0.63488,1.74545,-1.167679,1.360076,0.477212,0.824858,-0.174562,-0.440962,0.930894,-1.275028,0.664972,-1.952644,-0.563874,-0.224532,-1.507411,-1.168603
19,"JAPAN","FRANCE",740,220,1910,0.7853981633974483,0.,0.1,0.1,0.08057078959612572,0.03820253883635742,0.08971408095884088,0.17531685612332293,0.14101963595992978,0.15990186545961632,0.1692277467977835,0.1460464862680235,"NEGO","SQ",0,1.,-0.884009,0.884604,-1.54024,0.884485,-0.276015,0.000349,-0.60425,-0.932366,1.257907,-0.598168,1.257725,-1.075223,0.372457,0.397205,-0.10478,0.133747
20,"ECUADOR","COLOMBIA",130,100,1867,0.7853981633974483,0.,0.1,0.1,0.0763033244217085,0.03820145685517679,0.08497981732162566,0.17885928551742855,0.14261501915791883,0.15807764627004342,0.17560219977010882,0.14536125068598943,"NEGO","SQ",0,1.,-1.074085,1.221335,-1.923679,1.206494,-0.72884,0.098673,-1.168478,-1.593275,1.136732,-1.125524,1.054886,-1.296059,0.750938,0.007422,0.498556,0.583824
21,"None","GERMANY",345,255,1939,0.7853981633974483,0.,0.1,0.1,0.08223173792728192,0.03702942787186728,0.09271183591512064,0.17638854359530112,0.13846611693699504,0.1618639426853034,0.16959392387268657,0.141714471195444,"NEGO","SQ",0,1.,-0.749404,1.468104,-1.517147,1.356704,-0.234373,0.479642,-0.729644,-1.113516,1.218852,-0.952929,0.992489,-1.480987,0.072027,0.172026,-0.682394,-0.418365
22,"COLOMBIA","ITALY",100,325,1897,0.7853981633974483,0.,0.1,0.1,0.07353824865072298,0.03937862014962694,0.08861747131802997,0.1774106175540317,0.14017512403030807,0.15892330225749196,0.1765891682089967,0.14536744783079164,"NEGO","SQ",0,0.9999999999999999,-1.206412,0.804015,-1.927237,0.873574,-0.645151,-0.249158,-0.936005,-1.296418,1.199708,-0.978935,1.384318,-1.237997,0.635304,0.142979,0.560852,0.690383
23,"SAINT KITTS AND NEVIS","CHINA",60,710,1986,0.7853981633974483,0.,0.1,0.1,0.07494811373491982,0.036156487009036335,0.08814129019661705,0.1761279264201771,0.14015107667580337,0.15986123653036405,0.1762689602624347,0.14834490917064747,"WAR1","SQ",0,0.9999999999999999,-1.316829,1.153217,-1.936298,1.19744,-0.3769,-0.116214,-0.642412,-0.952147,1.362323,-1.205276,1.434487,-1.584321,0.389089,0.116127,0.082208,0.27173
24,"RUSSIAN FEDERATION","MAURITIUS",365,590,1991,0.7853981633974483,0.,0.1,0.1,0.07373404279048527,0.038206678178213604,0.09927232270817166,0.17516149520945454,0.13448114770058325,0.163972836741375,0.16648548159151236,0.14868599508020422,"NEGO","SQ",0,1.,-0.968342,1.214375,-1.105431,1.076654,0.915148,0.159601,0.708882,0.640338,0.908803,-1.152571,0.886956,-2.015682,-0.870393,-0.152637,-1.755352,-1.323796
25,"IRAN, ISLAMIC REPUBLIC OF","UNITED KINGDOM",630,200,1977,0.7853981633974483,0.,0.1,0.1,0.08289525856556468,0.04137198031364615,0.09046408518883776,0.17716224553180898,0.14163047869783515,0.16081045015901838,0.16235646674634294,0.14330903479694607,"NEGO","SQ",0,1.,-0.08225,0.698139,-0.640202,0.558003,0.26272,0.317015,-0.156392,-0.435368,1.087709,0.306771,0.975449,-0.339113,0.583314,0.720692,-0.174831,0.148111
26,"BANGLADESH","INDIA",771,750,1975,0.7853981633974483,0.,0.1,0.1,0.08457200862066638,0.04278129289317378,0.08754638377839162,0.1787452433632936,0.1407536555472582,0.1615676530455338,0.16300041940301,0.14103334334867268,"NEGO","SQ",0,1.,0.003089,0.440195,-0.835079,0.404008,0.073827,0.22361,-0.381445,-0.800529,0.055438,-0.34959,-0.131333,-0.514338,-0.01129,-0.148175,-0.362808,-0.280434
27,"BOLIVIA","BRAZIL",145,140,1908,0.7853981633974483,0.,0.1,0.1,0.07257701687484057,0.04132325235956082,0.08677861506597646,0.17970127691976492,0.14134980821135792,0.15761869756382055,0.1779782483683036,0.14267308463637512,"NEGO","SQ",0,1.,-1.120338,0.915481,-2.045606,0.925002,-0.968198,-0.127405,-1.421311,-1.883945,0.927622,-1.113661,1.049398,-1.157844,0.837431,-0.11585,0.915024,0.937116
28,"RUSSIAN FEDERATION","ROMANIA",365,360,1906,0.7853981633974483,0.,0.1,0.1,0.0832056818565687,0.037531002269705675,0.09477599137860265,0.17457706450864688,0.13838129343047156,0.16222894616327319,0.1661903800561445,0.14310964033658688,"NEGO","SQ",0,1.,-0.72834,1.131882,-1.366946,1.044499,-0.056066,0.241795,-0.462752,-0.782055,1.542424,-0.324061,1.480868,-1.069479,0.151113,0.75426,-0.655861,-0.283153
29,"RUSSIAN FEDERATION","IRELAND",365,205,1945,0.7853981633974483,0.,0.1,0.1,0.07446728080286466,0.03911521679576851,0.09841630892231161,0.17655329605782574,0.13692255209401993,0.16319211052371482,0.16526991393053067,0.14606332087296403,"NEGO","SQ",0,1.,-0.614083,1.6828,-0.883629,1.128778,1.063685,0.758463,0.374889,0.240116,1.16416,-1.075691,1.053182,-1.929371,-0.747957,0.058228,-1.712615,-1.285775
30,"RUSSIAN FEDERATION","TANZANIA, UNITED REPUBLIC OF",365,510,1973,0.7853981633974483,0.,0.1,0.1,0.0743288347057131,0.038505859958116895,0.09047631308419511,0.17765658123956665,0.13847266810250103,0.16174595413540166,0.17213154393704178,0.14668224483746384,"NEGO","SQ",0,1.,-0.937278,1.155338,-1.425983,1.084841,0.132666,0.13788,-0.182184,-0.426536,0.116495,-1.444344,0.013499,-1.697348,-0.278403,-0.762123,-0.634404,-0.507902
31,"PANAMA","UNITED KINGDOM",95,200,1957,0.7853981633974483,0.,0.1,0.1,0.07259779754393614,0.03659390674783147,0.09409942446116963,0.17620950330214216,0.14169350383894513,0.16115125984715808,0.17225898997489159,0.14539561428392578,"NEGO","SQ",0,1.,-1.645143,1.826696,-2.505619,1.789508,-1.160737,0.26653,-1.628162,-2.0584,1.940955,-1.530817,1.846278,-2.175596,-0.297571,0.698784,-1.037027,-0.714637
32,"None","DENMARK",300,390,1875,0.7853981633974483,0.,0.1,0.1,0.07290675385321337,0.037362080672453515,0.10135408119515305,0.1768266226817664,0.1348989462648383,0.16350667190164156,0.16408540836787253,0.14905943506306132,"NEGO","SQ",0,1.,-0.854722,1.608098,-0.94595,1.105045,1.383419,0.553553,0.834752,0.789138,1.408042,-1.030904,1.390266,-1.998792,-0.952585,0.267271,-1.938249,-1.454305
33,"URUGUAY","CHINA",165,710,1971,0.7853981633974483,0.,0.1,0.1,0.07445358622738468,0.03533496749235549,0.08921188173302487,0.17495230877803747,0.13886043369890327,0.16035095708888225,0.17672125344798656,0.15011461153342537,"WAR1","SQ",0,1.,-1.430549,0.899666,-1.929272,1.081171,-0.262466,-0.362084,-0.330322,-0.579684,1.494698,-1.127154,1.695831,-1.571668,0.329247,0.280658,0.085865,0.308122
34,"SPAIN","MOROCCO",230,600,1987,0.7853981633974483,0.,0.1,0.1,0.07365275461471135,0.03920386973549373,0.09316927611057471,0.17744329419394378,0.1394680812824992,0.16331982483098545,0.17008313949132747,0.14365975974046424,"NEGO","SQ",0,0.9999999999999999,-0.650957,1.739509,-1.325596,1.476141,0.126808,0.809463,-0.473879,-0.811199,0.509614,-1.447359,0.020453,-1.843055,-0.264753,-0.581245,-1.149611,-0.951762
35,"RUSSIAN FEDERATION","None",365,678,1969,0.7853981633974483,0.,0.1,0.1,0.07163216401264537,0.037484258749742067,0.09796341210253719,0.17496321961748085,0.13325255075113762,0.16446333827180595,0.17039594918509832,0.14984510730955267,"NEGO","SQ",0,1.,-1.19344,1.330309,-1.352336,1.246707,0.929293,0.099396,0.766243,0.686794,0.846599,-1.419862,0.818832,-2.140501,-0.7867,-0.383391,-1.535105,-1.174786
36,"TRINIDAD AND TOBAGO","UNITED KINGDOM",52,200,1987,0.7853981633974483,0.,0.1,0.1,0.07334922299015054,0.03770310961046642,0.09627620618465964,0.1755455954230546,0.14190833127773514,0.16245805346449452,0.16875788406991502,0.14400159697952417,"NEGO","SQ",0,1.,-1.439736,1.925305,-2.343838,1.856763,-1.117034,0.714732,-1.637627,-2.089677,1.900069,-1.4779,1.725438,-2.233568,-0.652556,0.603479,-1.582856,-1.205022
37,"BELGIUM","NETHERLANDS",211,210,1963,0.7853981633974483,0.,0.1,0.1,0.08702586484245733,0.04301835449801921,0.08888752081894863,0.18249587897511077,0.14195427294784785,0.1611778002594509,0.15716000867608745,0.13828029898207794,"NEGO","SQ",0,1.,0.893174,0.895225,0.405343,0.437244,0.894225,0.8942,0.192328,-0.051588,0.923885,0.921847,0.488482,0.408766,0.922839,0.922866,-0.025645,0.230896
38,"COLOMBIA","UNITED STATES",100,2,1973,0.7853981633974483,0.,0.1,0.1,0.0781739099625284,0.041415852528561226,0.08894595073373793,0.17747161460968194,0.14085198692660292,0.15875870503277312,0.16863361128650242,0.14574836891961204,"NEGO","SQ",0,1.,-0.926592,-0.212201,-1.469715,0.054588,-0.600203,-0.583942,-0.604975,-0.876537,-0.123536,-0.864117,0.332182,-1.0837,-0.286155,-0.507128,-0.050019,0.059772
39,"PORTUGAL","RUSSIAN FEDERATION",235,365,1906,0.7853981633974483,0.,0.1,0.1,0.07831865939754808,0.037541486719941064,0.08872348908880053,0.1761079479276308,0.14161547477256414,0.15975142576467605,0.1725810404188583,0.145360475909981,"NEGO","SQ",0,0.9999999999999999,-1.009204,1.337109,-1.795854,1.289233,-0.508618,0.224399,-0.949818,-1.343143,1.351397,-0.998839,1.212027,-1.377759,0.460846,0.241795,-0.057443,0.132016
40,"BARBADOS","FRANCE",53,220,1987,0.7853981633974483,0.,0.1,0.1,0.07067508944796586,0.034500772446022863,0.10187866268783835,0.17399138334206657,0.13395514800174782,0.1661687903240106,0.1709417501670139,0.147888403583334,"NEGO","SQ",0,1.,-1.693148,1.512848,-2.18724,1.611062,-0.071209,-0.194134,-0.220041,-0.467087,1.959054,-1.362236,1.985753,-2.224703,-0.905449,0.917241,-1.741216,-1.309983
41,"FRANCE","None",220,678,1958,0.7853981633974483,0.,0.1,0.1,0.06977719641166066,0.03774163786267132,0.0939119604578757,0.17776896230510172,0.13741623445430667,0.16360224040509025,0.17363253918934193,0.14614922891395177,"NEGO","SQ",0,1.,-1.408981,1.942449,-1.989096,1.604629,-0.001766,0.804553,-0.629643,-0.919701,1.162733,-1.771007,0.779231,-2.294342,-0.372595,-0.562431,-1.279433,-1.017765
42,"FRANCE","UNITED STATES",220,2,1966,0.7853981633974483,0.,0.1,0.1,0.07889775196371285,0.04031103480979464,0.09021596923266997,0.17908443128206714,0.13907170712517766,0.1635595498330371,0.16896394234297377,0.13989561341056683,"NEGO","SQ",0,1.,-0.251581,1.319722,-1.14436,1.254054,-0.083104,0.61245,-0.595161,-1.04155,0.074913,-1.155241,-0.476374,-1.255107,-0.047937,-0.583703,-0.699091,-0.649158
43,"None","BELGIUM",300,211,1901,0.7853981633974483,0.,0.1,0.1,0.07560950480592062,0.03896761600310535,0.09606332184926239,0.17639326312513368,0.13812366972958304,0.16263180907114969,0.16585565957343865,0.14635515584240674,"NEGO","SQ",0,1.0000000000000002,-0.734873,1.623527,-1.151804,1.254163,0.640237,0.633483,0.062408,-0.146058,1.080988,-1.157149,0.948271,-1.947647,-0.688254,-0.050058,-1.611468,-1.216219
44,"CHINA","ZAMBIA",710,551,1975,0.7853981633974483,0.,0.1,0.1,0.07415439597496287,0.038413114891506964,0.09963270431268607,0.1744472282009048,0.13533615045578026,0.16307573163997655,0.16594080892857704,0.14899986559560535,"NEGO","SQ",0,0.9999999999999999,-0.911403,1.185122,-1.042114,1.034373,0.911084,0.173417,0.694979,0.629624,0.304691,-1.369962,0.270231,-2.171251,-1.037189,-0.620513,-1.872937,-1.472293
45,"UNITED KINGDOM","INDIA",200,750,1964,0.7853981633974483,0.,0.1,0.1,0.07680392837994866,0.039749475747802285,0.08866561146520284,0.17272773921978696,0.13474812958976098,0.16197427050407145,0.17374520804851615,0.1515856370449107,"WAR1","SQ",0,1.,-1.372278,0.639912,-1.544844,1.018146,0.292677,-0.457116,0.584627,0.498344,0.925797,-1.248676,1.133881,-1.793464,-0.258831,-0.208675,-0.595534,-0.32314
46,"RUSSIAN FEDERATION","THAILAND",365,800,1974,0.7853981633974483,0.,0.1,0.1,0.07458649421753764,0.038490480193231535,0.09305433750009993,0.17683204126453597,0.13944094465454396,0.1620336891176582,0.17021069909158915,0.14535131396080384,"NEGO","SQ",0,1.0000000000000002,-1.077041,1.406783,-1.756214,1.330672,-0.280164,0.237234,-0.695861,-1.035448,1.492885,-1.011423,1.404803,-1.640137,-0.081607,0.352016,-0.798403,-0.484046
47,"RUSSIAN FEDERATION","DENMARK",365,390,1869,0.7853981633974483,0.,0.1,0.1,0.0748273484377557,0.0378448052883897,0.09963061589780402,0.17525212443150115,0.13418301631255658,0.16470990630117466,0.1653676304506125,0.14818455288020563,"NEGO","SQ",0,0.9999999999999999,-0.941794,1.237409,-1.073101,1.070823,0.951266,0.191766,0.719027,0.653374,1.464928,-0.754752,1.458475,-1.721099,-0.680052,0.474056,-1.652852,-1.169679
48,"UNITED KINGDOM","EGYPT",200,651,1974,0.7853981633974483,0.,0.1,0.1,0.07417092398615245,0.03599537270255007,0.08846825380272015,0.17884196603106192,0.1407457988589954,0.15861948607060636,0.17721162433925092,0.1459465742086628,"NEGO","SQ",0,1.,-1.691083,1.971085,-2.478509,1.821421,-0.912602,0.704059,-1.45598,-1.849693,1.478416,-1.869324,0.974915,-2.154184,0.52478,-0.510651,-0.26358,-0.12115
49,"RUSSIAN FEDERATION","HONDURAS",365,91,1928,0.7853981633974483,0.,0.1,0.1,0.07414232682339812,0.03862232759243592,0.09778212497188712,0.1740913756098108,0.13487478699778754,0.16352483931008863,0.1681508922771245,0.1488113264174674,"NEGO","SQ",0,1.,-1.038333,1.113788,-1.225959,1.074461,0.709993,0.048409,0.576853,0.483039,0.35719,-1.400509,0.343672,-2.121273,-0.909697,-0.618358,-1.643979,-1.283597
50,"UNITED STATES","LATVIA",2,367,1934,0.7853981633974483,0.,0.1,0.1,0.07368006547085058,0.03767933048275518,0.10061027117137826,0.17515318299341462,0.13368302730527867,0.1643492407802447,0.1653352460104218,0.14950963578565615,"NEGO","SQ",0,1.,-1.016501,1.13299,-1.078791,1.062933,0.999098,0.074711,0.897897,0.866751,1.107774,-1.032504,1.10407,-1.982914,-0.926367,0.048133,-1.880482,-1.405277
51,"UNITED KINGDOM","DENMARK",200,390,1889,0.7853981633974483,0.,0.1,0.1,0.07290906110555778,0.03762345259582585,0.10022015261318198,0.1750292487863858,0.1336797531666417,0.16459783640786438,0.16666588160330703,0.14927461372123546,"NEGO","SQ",0,1.,-1.05771,1.30888,-1.183285,1.157879,1.011696,0.172686,0.797908,0.735121,1.175432,-1.14143,1.158224,-2.041777,-0.910549,0.022911,-1.828105,-1.377931
52,"TUNISIA","GERMANY",616,255,1856,0.7853981633974483,0.,0.1,0.1,0.07162313611256994,0.04026742813156239,0.0877272271681586,0.1789800878289072,0.1407257390340421,0.15799709364918055,0.178649865173564,0.14402942290201523,"NEGO","SQ",0,1.,-1.24657,0.921925,-2.077336,0.957374,-0.879587,-0.209463,-1.259521,-1.674904,0.802995,-1.301101,0.992696,-1.395446,0.604483,-0.316651,0.699838,0.747011
53,"CUBA","CHINA",40,710,1972,0.7853981633974483,0.,0.1,0.1,0.07289720491053074,0.041888842650494855,0.08485185292179227,0.18055249604338156,0.1417841749463572,0.15720648371880475,0.17885901051659664,0.14195993429204193,"NEGO","SQ",0,1.,-1.074638,0.958228,-2.064431,0.958967,-1.053888,-0.072321,-1.548047,-2.042943,1.390764,-0.768407,1.462089,-0.782183,1.361018,0.405694,1.418566,1.425455
54,"UNITED STATES","TOGO",2,461,1967,0.7853981633974483,0.,0.1,0.1,0.07566380832121801,0.03909303506609716,0.09244736329739707,0.17711714294727965,0.13788997473612263,0.16198433181705846,0.16892073039026761,0.14688361342455955,"NEGO","SQ",0,1.,-0.845198,1.363313,-1.257533,1.162685,0.452668,0.341398,0.045873,-0.160294,0.539422,-1.318605,0.37796,-1.845662,-0.439865,-0.468734,-1.128384,-0.864855
55,"GUATEMALA","UNITED KINGDOM",90,200,1887,0.7853981633974483,0.,0.1,0.1,0.07388996656199856,0.04178050700799213,0.0856625153638464,0.17958095440572938,0.14125531350028608,0.15767187781798755,0.17788920797105928,0.14226965737110053,"NEGO","SQ",0,1.,-1.076612,1.065729,-2.018843,1.066131,-0.952852,-0.00696,-1.423566,-1.894681,1.291212,-0.927004,1.297651,-1.001836,1.125219,0.23944,1.056826,1.094242
56,"TURKEY","JAPAN",640,740,1939,0.7853981633974483,0.,0.1,0.1,0.07775044706017208,0.03562742663893481,0.09150808004305105,0.17538527998481085,0.14117118995191838,0.15944768407045937,0.1737555754159291,0.1453543168347244,"NEGO","SQ",0,1.,-1.427884,1.677518,-2.2504,1.632931,-0.876725,0.251218,-1.33257,-1.743828,1.748968,-1.375656,1.620583,-1.864606,0.221185,0.389378,-0.39615,-0.151675
57,"NORWAY","FRANCE",385,220,1975,0.7853981633974483,0.,0.1,0.1,0.08799634851039553,0.043168398377669503,0.08826125492800609,0.18050655243058322,0.1375369609514801,0.16634939148950673,0.1589461169714262,0.1372349763409326,"NEGO","SQ",0,0.9999999999999999,0.82136,0.823438,-0.131855,0.784962,0.821458,0.822399,0.306374,-0.170233,0.832828,0.830754,0.049027,0.78382,0.832731,0.831791,0.001996,0.025463
58,"BRAZIL","URUGUAY",140,165,1896,0.7853981633974483,0.,0.1,0.1,0.07491611060834148,0.03868769893578801,0.09691522527795718,0.17448882448821862,0.13413724127217494,0.16367926383219505,0.16766465013502654,0.14951098545029823,"NEGO","SQ",0,1.,-1.087741,0.979562,-1.204411,1.039451,0.738369,-0.067799,0.739922,0.681587,0.833915,-1.166799,0.847408,-1.967785,-0.768628,-0.20544,-1.55612,-1.155627
59,"CHINA","MONGOLIA",710,712,1968,0.7853981633974483,0.,0.1,0.1,0.07673134350086894,0.0386739568812695,0.09324727976298582,0.17563604934550026,0.13714540141537912,0.16276360570643936,0.1682602246194761,0.1475421387680809,"NEGO","SQ",0,1.,-1.015962,1.231822,-1.412983,1.145784,0.339404,0.142689,0.054855,-0.143656,1.352724,-0.928857,1.314813,-1.663165,-0.322659,0.284834,-1.094877,-0.727724
60,"HONDURAS","RUSSIAN FEDERATION",91,365,1973,0.7853981633974483,0.,0.1,0.1,0.07456252148680652,0.03909396824357996,0.09398330548778762,0.1768652708709003,0.14073092726779218,0.16269360968648489,0.16920536817141965,0.14286502878522897,"NEGO","SQ",0,1.,-0.898292,1.733222,-1.764635,1.642977,-0.546571,0.675202,-1.069988,-1.503159,1.544076,-1.089125,1.312625,-1.746336,-0.186494,0.351321,-1.075156,-0.746551
