"RowIndex","Agent1","Agent2","CountryCode1","CountryCode2","Year","Theta1","Theta2","Lambda1","Lambda2","Prob_SQ","Prob_ACQ1","Prob_ACQ2","Prob_NEGO","Prob_CAP1","Prob_CAP2","Prob_WAR1","Prob_WAR2","Prediction","GroundTruth","PredictionCorrect","TotalProbability","U1_Acq1","U1_Acq2","U1_Cap1","U1_Cap2","U1_Nego","U1_SQ","U1_War1","U1_War2","U2_Acq1","U2_Acq2","U2_Cap1","U2_Cap2","U2_Nego","U2_SQ","U2_War1","U2_War2"
13,"PANAMA","COSTA RICA",95,94,1963,1.65,5.5,1,1,-0.33311636775067366,-0.17194230719056586,-0.3541463378778848,0.455858467408426,0.36311783964432515,0.3818109086408,0.34486553063610903,0.3135522664894641,"NEGO","SQ",0,1.,0.600148,0.602268,0.185232,0.250511,0.601389,0.601208,0.042173,-0.165285,0.655734,0.65362,0.406658,0.067913,0.654496,0.654677,-0.180287,0.112566
14,"CHILE","GERMANY",155,255,1940,1.65,5.5,1,1,-0.08330788657674933,-0.01830572268939668,-0.08277443968795167,0.2424814338149822,0.13234542688561457,0.17656709769626297,0.3356995078969675,0.2972945826602705,"WAR1","SQ",0,1.,-1.620601,0.42347,-1.876093,0.998884,-0.098775,-0.772879,0.348893,0.221147,1.530574,-1.180293,1.9551,-1.631013,0.308731,0.278616,0.282537,0.507897
15,"HONDURAS","FRANCE",91,220,1915,1.65,5.5,1,1,-0.09204772272539166,-0.18006767670262463,-0.03358649926035782,0.29478583612622516,0.2502662544769475,0.15040843035722007,0.3568724099645139,0.2533689677634674,"WAR1","SQ",0,1.,-1.155913,1.176447,-2.14199,1.176254,-1.123439,0.013904,-1.616671,-2.10971,1.208076,-1.137432,1.194386,-1.152808,1.172011,0.048064,1.142944,1.150632
16,"NEW ZEALAND","UNITED KINGDOM",920,200,1978,1.65,5.5,1,1,-0.09894943359486966,-0.08289243029776264,-0.14757785255420347,0.275843035604768,0.21360197547337698,0.242947721758679,0.34113962172409296,0.25588736188591876,"WAR1","SQ",0,0.9999999999999999,-0.69389,1.087756,-1.398229,1.019164,-0.167128,0.231994,-0.587889,-0.940059,0.589691,-1.026771,0.424577,-1.315056,0.123689,-0.248997,-0.32971,-0.185568
17,"GAMBIA","JAPAN",420,740,1991,1.65,5.5,1,1,-0.10549218774478326,-0.13695089152612877,-0.08183195369317078,0.3042064511191225,0.22079826744605505,0.2218936300414227,0.3543607329452089,0.22301595141227357,"WAR1","SQ",0,0.9999999999999998,-0.597514,1.723098,-1.581102,1.709737,-0.559427,0.81413,-1.064583,-1.556377,1.349893,-0.981843,0.631023,-1.098851,1.077061,0.250972,0.241183,0.299687
18,"FRANCE","CYPRUS",220,352,1976,1.65,5.5,1,1,-0.11350027221087293,-0.053670134344857394,-0.2831980784408316,0.28945485858368675,0.21673463101693347,0.30096637131539694,0.35249718378757927,0.2907154402929655,"WAR1","SQ",0,0.9999999999999999,-0.63488,1.74545,-1.167679,1.360076,0.477212,0.824858,-0.174562,-0.440962,0.930894,-1.275028,0.664972,-1.952644,-0.563874,-0.224532,-1.507411,-1.168603
19,"JAPAN","FRANCE",740,220,1910,1.65,5.5,1,1,-0.1042585008339557,-0.07346818297297435,-0.17457012990628587,0.2636187989195218,0.21515625024412255,0.2503291407528655,0.35002578650079363,0.27316683729591246,"WAR1","SQ",0,1.,-0.884009,0.884604,-1.54024,0.884485,-0.276015,0.000349,-0.60425,-0.932366,1.257907,-0.598168,1.257725,-1.075223,0.372457,0.397205,-0.10478,0.133747
20,"ECUADOR","COLOMBIA",130,100,1867,1.65,5.5,1,1,-0.08227974861896427,-0.11595269617000181,-0.06319161558314297,0.26951572786965056,0.22102442807651504,0.18042984322858116,0.33978823868933256,0.2506658225080298,"WAR1","SQ",0,1.,-1.074085,1.221335,-1.923679,1.206494,-0.72884,0.098673,-1.168478,-1.593275,1.136732,-1.125524,1.054886,-1.296059,0.750938,0.007422,0.498556,0.583824
21,"None","GERMANY",345,255,1939,1.65,5.5,1,1,-0.09529840363113659,-0.07925162229045277,-0.21003662219535782,0.2641045576718703,0.22244094316678403,0.2752351128881584,0.36132663338750187,0.2614794010026325,"WAR1","SQ",0,1.,-0.749404,1.468104,-1.517147,1.356704,-0.234373,0.479642,-0.729644,-1.113516,1.218852,-0.952929,0.992489,-1.480987,0.072027,0.172026,-0.682394,-0.418365
22,"COLOMBIA","ITALY",100,325,1897,1.65,5.5,1,1,-0.07769866884634925,-0.08825475222463902,-0.0711105990847688,0.24986392754657866,0.2089399900292594,0.17925069621285497,0.3345100302376262,0.2644993761294379,"WAR1","SQ",0,1.,-1.206412,0.804015,-1.927237,0.873574,-0.645151,-0.249158,-0.936005,-1.296418,1.199708,-0.978935,1.384318,-1.237997,0.635304,0.142979,0.560852,0.690383
23,"SAINT KITTS AND NEVIS","CHINA",60,710,1986,1.65,5.5,1,1,-0.07494272423904355,-0.05776266060189351,-0.08819272399109228,0.249218249459578,0.18519374153636645,0.18768860818275845,0.3300901499246629,0.26870735972866355,"WAR1","SQ",0,1.,-1.316829,1.153217,-1.936298,1.19744,-0.3769,-0.116214,-0.642412,-0.952147,1.362323,-1.205276,1.434487,-1.584321,0.389089,0.116127,0.082208,0.27173
24,"RUSSIAN FEDERATION","MAURITIUS",365,590,1991,1.65,5.5,1,1,-0.1932623661092983,-0.017799624244033238,-0.3838571918956495,0.351690039549653,0.17455889932936305,0.3354076021078866,0.37000406509602357,0.3632585761660549,"WAR1","SQ",0,1.,-0.968342,1.214375,-1.105431,1.076654,0.915148,0.159601,0.708882,0.640338,0.908803,-1.152571,0.886956,-2.015682,-0.870393,-0.152637,-1.755352,-1.323796
25,"IRAN, ISLAMIC REPUBLIC OF","UNITED KINGDOM",630,200,1977,1.65,5.5,1,1,-0.19891760778338483,-0.11007404043363811,-0.3148519072575119,0.3392240118743319,0.2824739617588715,0.33662521934446177,0.35841725628067933,0.30710310621619036,"WAR1","SQ",0,1.,-0.08225,0.698139,-0.640202,0.558003,0.26272,0.317015,-0.156392,-0.435368,1.087709,0.306771,0.975449,-0.339113,0.583314,0.720692,-0.174831,0.148111
26,"BANGLADESH","INDIA",771,750,1975,1.65,5.5,1,1,-0.21071828354043826,-0.13890290282706877,-0.24580403750646776,0.3460973632916165,0.27476549247158494,0.3380056146755417,0.3578439409095942,0.2787128125256375,"WAR1","SQ",0,1.,0.003089,0.440195,-0.835079,0.404008,0.073827,0.22361,-0.381445,-0.800529,0.055438,-0.34959,-0.131333,-0.514338,-0.01129,-0.148175,-0.362808,-0.280434
27,"BOLIVIA","BRAZIL",145,140,1908,1.65,5.5,1,1,-0.08884239787587485,-0.15094411610657835,-0.045089575857689856,0.27653539728014515,0.24041590168078625,0.1634140092807692,0.3489394107256034,0.2555713708728388,"WAR1","SQ",0,0.9999999999999999,-1.120338,0.915481,-2.045606,0.925002,-0.968198,-0.127405,-1.421311,-1.883945,0.927622,-1.113661,1.049398,-1.157844,0.837431,-0.11585,0.915024,0.937116
28,"RUSSIAN FEDERATION","ROMANIA",365,360,1906,1.65,5.5,1,1,-0.1349712886817631,-0.06793595250313506,-0.33278517607794966,0.2802452794912187,0.2384345330799815,0.3307287180547565,0.3834498672709805,0.30283401936591064,"WAR1","SQ",0,1.,-0.72834,1.131882,-1.366946,1.044499,-0.056066,0.241795,-0.462752,-0.782055,1.542424,-0.324061,1.480868,-1.069479,0.151113,0.75426,-0.655861,-0.283153
29,"RUSSIAN FEDERATION","IRELAND",365,205,1945,1.65,5.5,1,1,-0.1745560279255984,-0.03356465165601273,-0.3504161579883065,0.33088960362647224,0.216618579297153,0.32060653640117187,0.34795886396970976,0.3424632542754108,"WAR1","SQ",0,1.,-0.614083,1.6828,-0.883629,1.128778,1.063685,0.758463,0.374889,0.240116,1.16416,-1.075691,1.053182,-1.929371,-0.747957,0.058228,-1.712615,-1.285775
30,"RUSSIAN FEDERATION","TANZANIA, UNITED REPUBLIC OF",365,510,1973,1.65,5.5,1,1,-0.08476029336725643,-0.04913031115623649,-0.13729379522498053,0.27097135528564453,0.18043916500294238,0.22726775907770153,0.3258881582935221,0.266617962088663,"WAR1","SQ",0,1.,-0.937278,1.155338,-1.425983,1.084841,0.132666,0.13788,-0.182184,-0.426536,0.116495,-1.444344,0.013499,-1.697348,-0.278403,-0.762123,-0.634404,-0.507902
31,"PANAMA","UNITED KINGDOM",95,200,1957,1.65,5.5,1,1,-0.08235086207955424,-0.07100938634188794,-0.19323473583471776,0.21545080597563385,0.2180576055878043,0.26695418243509633,0.3854251132919872,0.2607072769656383,"WAR1","SQ",0,1.,-1.645143,1.826696,-2.505619,1.789508,-1.160737,0.26653,-1.628162,-2.0584,1.940955,-1.530817,1.846278,-2.175596,-0.297571,0.698784,-1.037027,-0.714637
32,"None","DENMARK",300,390,1875,1.65,5.5,1,1,-0.2480253054524668,-0.014067809522031283,-0.4612729301786657,0.3957712778965805,0.19119022973939656,0.3645171690112844,0.37326782743351394,0.3986195410723883,"WAR2","SQ",0,0.9999999999999999,-0.854722,1.608098,-0.94595,1.105045,1.383419,0.553553,0.834752,0.789138,1.408042,-1.030904,1.390266,-1.998792,-0.952585,0.267271,-1.938249,-1.454305
33,"URUGUAY","CHINA",165,710,1971,1.65,5.5,1,1,-0.08242466418554581,-0.03942474309817067,-0.0971542622460619,0.2466511940397927,0.16811946710862893,0.19026770559093106,0.33280849834557985,0.28115680444484575,"WAR1","SQ",0,1.,-1.430549,0.899666,-1.929272,1.081171,-0.262466,-0.362084,-0.330322,-0.579684,1.494698,-1.127154,1.695831,-1.571668,0.329247,0.280658,0.085865,0.308122
34,"SPAIN","MOROCCO",230,600,1987,1.65,5.5,1,1,-0.09293006188609683,-0.06670236566409816,-0.19259117792174535,0.2868899507915033,0.20386869012339676,0.26936232274226535,0.34121192870561723,0.2508907131091577,"WAR1","SQ",0,1.,-0.650957,1.739509,-1.325596,1.476141,0.126808,0.809463,-0.473879,-0.811199,0.509614,-1.447359,0.020453,-1.843055,-0.264753,-0.581245,-1.149611,-0.951762
35,"RUSSIAN FEDERATION","None",365,678,1969,1.65,5.5,1,1,-0.14869712410400127,-0.013106409488439207,-0.2810129656132634,0.32304815386362074,0.14240296732160646,0.2871182575531822,0.3574579723463478,0.3327891481209465,"WAR1","SQ",0,0.9999999999999998,-1.19344,1.330309,-1.352336,1.246707,0.929293,0.099396,0.766243,0.686794,0.846599,-1.419862,0.818832,-2.140501,-0.7867,-0.383391,-1.535105,-1.174786
36,"TRINIDAD AND TOBAGO","UNITED KINGDOM",52,200,1987,1.65,5.5,1,1,-0.06928937809892878,-0.0701399829987839,-0.3577094335008883,0.20404160293890825,0.23709850390194065,0.35457258565906774,0.4377516919101973,0.263674410188487,"WAR1","SQ",0,1.,-1.439736,1.925305,-2.343838,1.856763,-1.117034,0.714732,-1.637627,-2.089677,1.900069,-1.4779,1.725438,-2.233568,-0.652556,0.603479,-1.582856,-1.205022
37,"BELGIUM","NETHERLANDS",211,210,1963,1.65,5.5,1,1,-0.35260726357900146,-0.1819492285156551,-0.36791917560588183,0.49194330126671465,0.3693327670523004,0.4014490491715425,0.33543175573609996,0.30431879447388105,"NEGO","SQ",0,1.,0.893174,0.895225,0.405343,0.437244,0.894225,0.8942,0.192328,-0.051588,0.923885,0.921847,0.488482,0.408766,0.922839,0.922866,-0.025645,0.230896
38,"COLOMBIA","UNITED STATES",100,2,1973,1.65,5.5,1,1,-0.11969850035661268,-0.08966488094514037,-0.14358479935837565,0.2551257276565941,0.2276821256016093,0.23950853153689675,0.3448130849941695,0.285818710870859,"WAR1","SQ",0,1.,-0.926592,-0.212201,-1.469715,0.054588,-0.600203,-0.583942,-0.604975,-0.876537,-0.123536,-0.864117,0.332182,-1.0837,-0.286155,-0.507128,-0.050019,0.059772
39,"PORTUGAL","RUSSIAN FEDERATION",235,365,1906,1.65,5.5,1,1,-0.0865603130921959,-0.0875771579557231,-0.11741277002834513,0.2586771120845055,0.2137141297244547,0.21984722466501963,0.3445724215939583,0.25473935300832606,"WAR1","SQ",0,1.,-1.009204,1.337109,-1.795854,1.289233,-0.508618,0.224399,-0.949818,-1.343143,1.351397,-0.998839,1.212027,-1.377759,0.460846,0.241795,-0.057443,0.132016
40,"BARBADOS","FRANCE",53,220,1987,1.65,5.5,1,1,-0.18179307344237156,-0.010527716316358739,-0.45672453143826147,0.305184418222547,0.15859698449960297,0.3888315389986103,0.46068325990435405,0.3357491195718775,"WAR1","SQ",0,1.,-1.693148,1.512848,-2.18724,1.611062,-0.071209,-0.194134,-0.220041,-0.467087,1.959054,-1.362236,1.985753,-2.224703,-0.905449,0.917241,-1.741216,-1.309983
41,"FRANCE","None",220,678,1958,1.65,5.5,1,1,-0.07829030084121666,-0.04200622743415613,-0.16188448667869884,0.2714438746644474,0.17466068020915262,0.23665357294322792,0.3327141383763807,0.266708748760863,"WAR1","SQ",0,1.,-1.408981,1.942449,-1.989096,1.604629,-0.001766,0.804553,-0.629643,-0.919701,1.162733,-1.771007,0.779231,-2.294342,-0.372595,-0.562431,-1.279433,-1.017765
42,"FRANCE","UNITED STATES",220,2,1966,1.65,5.5,1,1,-0.12429189649516834,-0.10481091084411119,-0.17765491197043934,0.30735447960336076,0.22166730138603238,0.2923063273219461,0.35414503552058285,0.23128457547779685,"WAR1","SQ",0,1.,-0.251581,1.319722,-1.14436,1.254054,-0.083104,0.61245,-0.595161,-1.04155,0.074913,-1.155241,-0.476374,-1.255107,-0.047937,-0.583703,-0.699091,-0.649158
43,"None","BELGIUM",300,211,1901,1.65,5.5,1,1,-0.14034045844023105,-0.04046303602695559,-0.3345891628583136,0.30346777049384166,0.2123322138332152,0.3189876744632907,0.36053455417515634,0.32007044435999643,"WAR1","SQ",0,1.,-0.734873,1.623527,-1.151804,1.254163,0.640237,0.633483,0.062408,-0.146058,1.080988,-1.157149,0.948271,-1.947647,-0.688254,-0.050058,-1.611468,-1.216219
44,"CHINA","ZAMBIA",710,551,1975,1.65,5.5,1,1,-0.17240389209734086,-0.021056513851505573,-0.3460425397245002,0.3423914013434612,0.17497939414353983,0.3171540930348684,0.3546718362975746,0.3503062208539025,"WAR1","SQ",0,0.9999999999999999,-0.911403,1.185122,-1.042114,1.034373,0.911084,0.173417,0.694979,0.629624,0.304691,-1.369962,0.270231,-2.171251,-1.037189,-0.620513,-1.872937,-1.472293
45,"UNITED KINGDOM","INDIA",200,750,1964,1.65,5.5,1,1,-0.1081309509529716,-0.017198834301607586,-0.16127673974261392,0.2684425414627066,0.13662074206983238,0.22839053602654705,0.34422179200803127,0.3089309134300758,"WAR1","SQ",0,0.9999999999999999,-1.372278,0.639912,-1.544844,1.018146,0.292677,-0.457116,0.584627,0.498344,0.925797,-1.248676,1.133881,-1.793464,-0.258831,-0.208675,-0.595534,-0.32314
46,"RUSSIAN FEDERATION","THAILAND",365,800,1974,1.65,5.5,1,1,-0.09492879546565311,-0.05772439717293246,-0.22755529654827833,0.254193034208582,0.20765220975424875,0.2752815477399977,0.36595659528179564,0.27712510220223985,"WAR1","SQ",0,1.,-1.077041,1.406783,-1.756214,1.330672,-0.280164,0.237234,-0.695861,-1.035448,1.492885,-1.011423,1.404803,-1.640137,-0.081607,0.352016,-0.798403,-0.484046
47,"RUSSIAN FEDERATION","DENMARK",365,390,1869,1.65,5.5,1,1,-0.24479517871243076,-0.01604213406998595,-0.48715951858122675,0.38366465705110037,0.1891828881460053,0.3847733056779391,0.39504909620818596,0.3953268842804126,"WAR2","SQ",0,0.9999999999999998,-0.941794,1.237409,-1.073101,1.070823,0.951266,0.191766,0.719027,0.653374,1.464928,-0.754752,1.458475,-1.721099,-0.680052,0.474056,-1.652852,-1.169679
48,"UNITED KINGDOM","EGYPT",200,651,1974,1.65,5.5,1,1,-0.05036719237103069,-0.08662416457341292,-0.05573812760734055,0.2685093200068976,0.19195308794149477,0.16759216223978274,0.32099114003058116,0.24368377433302799,"WAR1","SQ",0,1.,-1.691083,1.971085,-2.478509,1.821421,-0.912602,0.704059,-1.45598,-1.849693,1.478416,-1.869324,0.974915,-2.154184,0.52478,-0.510651,-0.26358,-0.12115
49,"RUSSIAN FEDERATION","HONDURAS",365,91,1928,1.65,5.5,1,1,-0.14889462863938754,-0.02110382805972706,-0.29915919505489835,0.3186409045234254,0.1647973824785486,0.2978550566330375,0.35443892106049274,0.33342538705850866,"WAR1","SQ",0,1.,-1.038333,1.113788,-1.225959,1.074461,0.709993,0.048409,0.576853,0.483039,0.35719,-1.400509,0.343672,-2.121273,-0.909697,-0.618358,-1.643979,-1.283597
50,"UNITED STATES","LATVIA",2,367,1934,1.65,5.5,1,1,-0.2366530499108836,-0.013146653929697863,-0.472295547985447,0.3884878271398141,0.17188249388243113,0.3755443200764591,0.3906797542132238,0.3955008565141003,"WAR2","SQ",0,1.,-1.016501,1.13299,-1.078791,1.062933,0.999098,0.074711,0.897897,0.866751,1.107774,-1.032504,1.10407,-1.982914,-0.926367,0.048133,-1.880482,-1.405277
51,"UNITED KINGDOM","DENMARK",200,390,1889,1.65,5.5,1,1,-0.21103911686693008,-0.013059844030576325,-0.4255485649434577,0.36858764747351724,0.16619872579079426,0.3543849256963065,0.38432580199662914,0.3761504248837171,"WAR1","SQ",0,1.,-1.05771,1.30888,-1.183285,1.157879,1.011696,0.172686,0.797908,0.735121,1.175432,-1.14143,1.158224,-2.041777,-0.910549,0.022911,-1.828105,-1.377931
52,"TUNISIA","GERMANY",616,255,1856,1.65,5.5,1,1,-0.07334567248589402,-0.1194262031090551,-0.047024912380482925,0.26063577218575534,0.22277819749988137,0.15975653633775297,0.33784024254090306,0.25878603941113937,"WAR1","SQ",0,1.0000000000000002,-1.24657,0.921925,-2.077336,0.957374,-0.879587,-0.209463,-1.259521,-1.674904,0.802995,-1.301101,0.992696,-1.395446,0.604483,-0.316651,0.699838,0.747011
53,"CUBA","CHINA",40,710,1972,1.65,5.5,1,1,-0.10525973581734341,-0.17868356329816812,-0.03769913755966937,0.2926765403399032,0.25468364180419,0.15741083684181206,0.3600887077891815,0.256782709900094,"WAR1","SQ",0,1.,-1.074638,0.958228,-2.064431,0.958967,-1.053888,-0.072321,-1.548047,-2.042943,1.390764,-0.768407,1.462089,-0.782183,1.361018,0.405694,1.418566,1.425455
54,"UNITED STATES","TOGO",2,461,1967,1.65,5.5,1,1,-0.10746276430803353,-0.04004024023052921,-0.2116438718869267,0.28842412627972536,0.18525678581335006,0.2617941829994456,0.3365171444265206,0.2871546369064479,"WAR1","SQ",0,1.,-0.845198,1.363313,-1.257533,1.162685,0.452668,0.341398,0.045873,-0.160294,0.539422,-1.318605,0.37796,-1.845662,-0.439865,-0.468734,-1.128384,-0.864855
55,"GUATEMALA","UNITED KINGDOM",90,200,1887,1.65,5.5,1,1,-0.0949947142401776,-0.15509278213350425,-0.04512263645316544,0.2827794764224329,0.24198884328557546,0.16505644024768615,0.3516767080199383,0.2537086648512145,"WAR1","SQ",0,1.,-1.076612,1.065729,-2.018843,1.066131,-0.952852,-0.00696,-1.423566,-1.894681,1.291212,-0.927004,1.297651,-1.001836,1.125219,0.23944,1.056826,1.094242
56,"TURKEY","JAPAN",640,740,1939,1.65,5.5,1,1,-0.07863349876100022,-0.08334896711559897,-0.11307136894091042,0.23963046606224495,0.21195047773344827,0.21492131842847023,0.3509041088692867,0.25764746372405956,"WAR1","SQ",0,1.,-1.427884,1.677518,-2.2504,1.632931,-0.876725,0.251218,-1.33257,-1.743828,1.748968,-1.375656,1.620583,-1.864606,0.221185,0.389378,-0.39615,-0.151675
57,"NORWAY","FRANCE",385,220,1975,1.65,5.5,1,1,-0.32729585871900774,-0.1687378306048799,-0.3407237956710886,0.46702294330952976,0.2920940564317302,0.4560646440609285,0.33430060534964584,0.28727523584314196,"NEGO","SQ",0,1.,0.82136,0.823438,-0.131855,0.784962,0.821458,0.822399,0.306374,-0.170233,0.832828,0.830754,0.049027,0.78382,0.832731,0.831791,0.001996,0.025463
58,"BRAZIL","URUGUAY",140,165,1896,1.65,5.5,1,1,-0.17813900665182963,-0.01637905668148462,-0.33996815781510525,0.3344201344948397,0.16019464348515072,0.3174498155351892,0.3696642922899728,0.3527573353432671,"WAR1","SQ",0,0.9999999999999999,-1.087741,0.979562,-1.204411,1.039451,0.738369,-0.067799,0.739922,0.681587,0.833915,-1.166799,0.847408,-1.967785,-0.768628,-0.20544,-1.55612,-1.155627
59,"CHINA","MONGOLIA",710,712,1968,1.65,5.5,1,1,-0.1393430462136825,-0.03204974704129467,-0.29093557237045775,0.29278728578284313,0.18834393069373775,0.298890512345039,0.3659847495907953,0.31632188721301974,"WAR1","SQ",0,1.,-1.015962,1.231822,-1.412983,1.145784,0.339404,0.142689,0.054855,-0.143656,1.352724,-0.928857,1.314813,-1.663165,-0.322659,0.284834,-1.094877,-0.727724
60,"HONDURAS","RUSSIAN FEDERATION",91,365,1973,1.65,5.5,1,1,-0.08284962411760484,-0.08170908422471086,-0.28189087591183054,0.24035143889404434,0.2352952192035855,0.3149080498084747,0.39405712120357095,0.2618377551444707,"WAR1","SQ",0,1.,-0.898292,1.733222,-1.764635,1.642977,-0.546571,0.675202,-1.069988,-1.503159,1.544076,-1.089125,1.312625,-1.746336,-0.186494,0.351321,-1.075156,-0.746551
61,"None","FRANCE",273,220,1822,1.65,5.5,1,1,-0.1429901193321831,-0.06409788605359373,-0.4865347128705168,0.268170648933114,0.25807057198263844,0.4080160545240364,0.4367465168101589,0.32261892600634595,"WAR1","SQ",0,1.,-0.792775,1.638414,-1.500099,1.457249,-0.081223,0.618992,-0.616049,-0.969711,1.825676,-0.504239,1.757026,-1.393333,-0.245839,1.,-1.203583,-0.759036
